-9.486833722589680384e-01;4.734254081201395015e-01;-2.037577391563866192e-01;4.181972292125052948e-01;-1.122594350015077014e+00;-1.064177331230702794e+00;5.671233742938794897e-01
-2.591766729632865585e-01;5.934338459853565340e-01;3.203640301152737568e-01;2.480393713685504764e+00;6.693755961398889509e-02;-7.047847044490123114e-01;5.671233742938794897e-01
-9.424631184108560322e-02;-3.997817789487498330e-01;-6.502248646472307270e-01;-9.534095110492972758e-01;-4.339179812824604521e-01;-1.064177331230702794e+00;5.671233742938794897e-01
-5.684639306966372541e-01;-3.675071965323203904e-01;-5.267173416937667163e-01;9.256120372013820763e-01;6.304000431224929812e-01;-8.485417551616886156e-01;5.671233742938794897e-01
-5.467475391001288543e-01;-6.042331139872723078e-01;-6.740989762780050798e-01;-1.022838903151876533e+00;7.556139283466053458e-01;-5.787797624196899110e-02;-1.763284754829743228e+00
6.250485592382035160e-02;-4.654514432917633004e-01;-5.568549838095434579e-01;1.038021156499635599e-03;1.945145837975671199e+00;9.484213787467647983e-01;5.671233742938794897e-01
1.169096028341028104e+00;-2.404745505760958746e-01;-6.818274198046646584e-01;-1.005849102027162045e+00;3.173653300622135687e-01;5.171502266087356636e-01;-1.763284754829743228e+00
7.707109611784703773e-01;-2.540656205390050965e-02;-6.043996581068858953e-01;-3.265093377516954942e-01;5.051861578983807277e-01;-7.047847044490123114e-01;-1.763284754829743228e+00
-7.908335648619535529e-01;-3.663561893972127059e-01;-5.271497850983829503e-01;-6.975272733215370780e-01;1.006041698794829964e+00;-1.297565015983071779e-01;5.671233742938794897e-01
2.872131975063874965e+00;5.108528802390518431e-01;-6.638179182182594174e-01;9.008102333065761691e-01;3.799722726742683632e-01;1.739085157666484083e+00;-1.763284754829743228e+00
3.111625900274637702e-01;-7.643813036776374581e-01;-6.911871439500976155e-01;-5.795990889658705347e-01;1.068648641406887645e+00;2.296361251833837491e-01;-1.763284754829743228e+00
-4.511441358663573764e-01;-4.358823764475306395e-01;1.001343812837042213e+00;-1.428595022977326323e+00;-8.721665795668522847e-01;-4.891491283799976886e-01;5.671233742938794897e-01
-4.976040053441677657e-01;-9.735099604506940174e-02;-5.994500390026668013e-01;1.602489889690730029e+00;-6.217388091186275556e-01;-3.453920776673217174e-01;5.671233742938794897e-01
-2.602488955179622088e-01;-2.387625344463757682e-01;1.349676050991621135e-01;1.701988532990221570e+00;-6.843457517306851257e-01;-1.423569958012393277e+00;5.671233742938794897e-01
-3.877835526136901856e-01;8.862182914630457875e-02;2.106517888182346532e+00;-4.961655074876831772e-01;-8.721665795668522847e-01;1.400054911436919743e-02;5.671233742938794897e-01
-5.561411410465257887e-01;-2.655919889611111362e-01;1.832808565591765415e+00;-3.463664396704225767e-01;-3.713110386704028820e-01;-1.351691432656055181e+00;5.671233742938794897e-01
-1.533739469213799278e-01;-7.048293154208041811e-01;-6.810879905774227527e-01;-4.060125597070237125e-01;2.446001378872120657e+00;2.098477784448174344e+00;-1.763284754829743228e+00
-4.200069482731532133e-01;-3.126243933723789059e-01;-4.800752005791323329e-01;2.034565847356845758e+00;4.425792152863259332e-01;-4.891491283799976886e-01;5.671233742938794897e-01
8.339021643464138434e-01;-3.998088354849073656e-01;-6.788767285778023464e-01;-3.458392599734642081e-01;-2.460971534462905730e-01;-5.787797624196899110e-02;5.671233742938794897e-01
-6.201170868088325960e-01;-4.731756702340700338e-01;-6.858207661103113972e-01;1.103625632631414916e-01;2.132966665811840912e+00;1.451571056241131252e+00;-1.763284754829743228e+00
-3.936139569979554276e-01;-1.596953292681968783e-01;1.466384223224683758e+00;-8.521144550860816347e-01;-4.965249238945152466e-01;-1.279812907299717306e+00;5.671233742938794897e-01
6.983670176524995332e-01;5.072790786577967281e-02;-6.573077038847263687e-01;-1.099836716646418244e+00;4.425792152863259332e-01;-1.297565015983071779e-01;-1.763284754829743228e+00
-4.772970425260519844e-01;3.715459538288526931e-01;-1.162470894656212339e-01;-9.488301811404136199e-01;-1.811270718747693520e+00;-5.610276537363358962e-01;5.671233742938794897e-01
